,Crop,Soil,Temperature,Soil_Texture,Soil_Colour,Drainage,Water_holding_capacity,Sunlight,Yield
2170,Tomato,Red,15,Sandy,Red,High,Low,low,Good
2171,Potato,Red,15,Sandy,Red,High,Low,low,Average
2172,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
2173,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
2174,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
2175,Tomato,Red,15,Sandy,Red,High,Low,low,Good
2176,Potato,Red,15,Sandy,Red,High,Low,low,Average
2177,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
2178,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
2179,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
2180,Tomato,Red,15,Sandy,Red,High,Low,low,Good
2181,Potato,Red,15,Sandy,Red,High,Low,low,Average
2182,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
2183,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
2184,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
2185,Tomato,Red,15,Sandy,Red,High,Low,low,Good
2186,Potato,Red,15,Sandy,Red,High,Low,low,Average
2187,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
2188,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
2189,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
2190,Tomato,Red,15,Sandy,Red,High,Low,low,Good
2191,Potato,Red,15,Sandy,Red,High,Low,low,Average
2192,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
2193,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
2194,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
2195,Tomato,Red,15,Sandy,Red,High,Low,low,Good
2196,Potato,Red,15,Sandy,Red,High,Low,low,Average
2197,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
2198,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
2199,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
2200,Tomato,Red,15,Sandy,Red,High,Low,low,Good
2201,Potato,Red,15,Sandy,Red,High,Low,low,Average
2202,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
2203,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
2204,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
2205,Tomato,Red,15,Sandy,Red,High,Low,low,Good
2206,Potato,Red,15,Sandy,Red,High,Low,low,Average
2207,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
2208,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
2209,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
2210,Tomato,Red,15,Sandy,Red,High,Low,low,Good
2211,Potato,Red,15,Sandy,Red,High,Low,low,Average
2212,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
2213,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
2214,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
2215,Tomato,Red,15,Sandy,Red,High,Low,low,Good
2216,Potato,Red,15,Sandy,Red,High,Low,low,Average
2217,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
2218,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
2219,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
2220,Tomato,Red,13,Sandy,Red,High,Low,low,Good
2221,Potato,Red,13,Sandy,Red,High,Low,low,Average
2222,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
2223,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
2224,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
2225,Tomato,Red,13,Sandy,Red,High,Low,low,Good
2226,Potato,Red,13,Sandy,Red,High,Low,low,Average
2227,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
2228,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
2229,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
2230,Tomato,Red,13,Sandy,Red,High,Low,low,Good
2231,Potato,Red,13,Sandy,Red,High,Low,low,Average
2232,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
2233,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
2234,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
2235,Tomato,Red,13,Sandy,Red,High,Low,low,Good
2236,Potato,Red,13,Sandy,Red,High,Low,low,Average
2237,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
2238,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
2239,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
2240,Tomato,Red,13,Sandy,Red,High,Low,low,Good
2241,Potato,Red,13,Sandy,Red,High,Low,low,Average
2242,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
2243,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
2244,Chilli,Red,12,Sandy,Red,High,Low,low,Poor
2245,Tomato,Red,12,Sandy,Red,High,Low,low,Good
2246,Potato,Red,12,Sandy,Red,High,Low,low,Average
2247,Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
2248,Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
2249,Chilli,Red,12,Sandy,Red,High,Low,low,Poor
2250,Tomato,Red,12,Sandy,Red,High,Low,low,Good
2251,Potato,Red,12,Sandy,Red,High,Low,low,Average
2252,Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
2253,Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
2254,Chilli,Red,12,Sandy,Red,High,Low,low,Poor
2255,Tomato,Red,12,Sandy,Red,High,Low,low,Good
2256,Potato,Red,12,Sandy,Red,High,Low,low,Average
2257,Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
2258,Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
2259,Chilli,Red,12,Sandy,Red,High,Low,low,Poor
2260,Tomato,Red,12,Sandy,Red,High,Low,low,Good
2261,Potato,Red,12,Sandy,Red,High,Low,low,Average
2262,Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
2263,Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
2264,Chilli,Red,12,Sandy,Red,High,Low,low,Poor
2265,Tomato,Red,12,Sandy,Red,High,Low,low,Good
2266,Potato,Red,12,Sandy,Red,High,Low,low,Average
2267,Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
2268,Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
2269,Chilli,Red,12,Sandy,Red,High,Low,low,Poor
2270,Tomato,Red,12,Sandy,Red,High,Low,low,Good
2271,Potato,Red,12,Sandy,Red,High,Low,low,Average
2272,Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
2273,Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
2274,Chilli,Red,12,Sandy,Red,High,Low,low,Poor
2275,Tomato,Red,12,Sandy,Red,High,Low,low,Good
2276,Potato,Red,12,Sandy,Red,High,Low,low,Average
2277,Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
2278,Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
2279,Chilli,Red,12,Sandy,Red,High,Low,low,Poor
2280,Tomato,Red,12,Sandy,Red,High,Low,low,Good
2281,Potato,Red,12,Sandy,Red,High,Low,low,Average
2282,Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
2283,Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
2284,Chilli,Red,12,Sandy,Red,High,Low,low,Poor
2285,Tomato,Red,12,Sandy,Red,High,Low,low,Good
2286,Potato,Red,12,Sandy,Red,High,Low,low,Average
2287,Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
2288,Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
2289,Chilli,Red,12,Sandy,Red,High,Low,low,Poor
2290,Tomato,Red,12,Sandy,Red,High,Low,low,Good
2291,Potato,Red,12,Sandy,Red,High,Low,low,Average
2292,Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
2293,Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
2294,Chilli,Red,9,Sandy,Red,High,Low,low,Poor
2295,Tomato,Red,9,Sandy,Red,High,Low,low,Good
2296,Potato,Red,9,Sandy,Red,High,Low,low,Average
2297,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2298,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2299,Chilli,Red,9,Sandy,Red,High,Low,low,Poor
2300,Tomato,Red,9,Sandy,Red,High,Low,low,Good
2301,Potato,Red,9,Sandy,Red,High,Low,low,Average
2302,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2303,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2304,Chilli,Red,9,Sandy,Red,High,Low,low,Poor
2305,Tomato,Red,9,Sandy,Red,High,Low,low,Good
2306,Potato,Red,9,Sandy,Red,High,Low,low,Average
2307,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2308,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2309,Chilli,Red,9,Sandy,Red,High,Low,low,Poor
2310,Tomato,Red,9,Sandy,Red,High,Low,low,Good
2311,Potato,Red,9,Sandy,Red,High,Low,low,Average
2312,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2313,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2314,Chilli,Red,9,Sandy,Red,High,Low,low,Poor
2315,Tomato,Red,9,Sandy,Red,High,Low,low,Good
2316,Potato,Red,9,Sandy,Red,High,Low,low,Average
2317,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2318,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2319,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
2320,Tomato,Red,8,Sandy,Red,High,Low,low,Good
2321,Potato,Red,8,Sandy,Red,High,Low,low,Average
2322,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2323,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2324,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
2325,Tomato,Red,8,Sandy,Red,High,Low,low,Good
2326,Potato,Red,8,Sandy,Red,High,Low,low,Average
2327,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2328,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2329,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
2330,Tomato,Red,8,Sandy,Red,High,Low,low,Good
2331,Potato,Red,8,Sandy,Red,High,Low,low,Average
2332,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2333,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2334,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
2335,Tomato,Red,8,Sandy,Red,High,Low,low,Good
2336,Potato,Red,8,Sandy,Red,High,Low,low,Average
2337,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2338,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2339,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
2340,Tomato,Red,8,Sandy,Red,High,Low,low,Good
2341,Potato,Red,8,Sandy,Red,High,Low,low,Average
2342,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2343,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2344,Chilli,Red,7,Sandy,Red,High,Low,low,Poor
2345,Tomato,Red,7,Sandy,Red,High,Low,low,Good
2346,Potato,Red,7,Sandy,Red,High,Low,low,Average
2347,Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
2348,Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
2349,Chilli,Red,7,Sandy,Red,High,Low,low,Poor
2350,Tomato,Red,7,Sandy,Red,High,Low,low,Good
2351,Potato,Red,7,Sandy,Red,High,Low,low,Average
2352,Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
2353,Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
2354,Chilli,Red,7,Sandy,Red,High,Low,low,Poor
2355,Tomato,Red,7,Sandy,Red,High,Low,low,Good
2356,Potato,Red,7,Sandy,Red,High,Low,low,Average
2357,Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
2358,Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
2359,Chilli,Red,7,Sandy,Red,High,Low,low,Poor
2360,Tomato,Red,7,Sandy,Red,High,Low,low,Good
2361,Potato,Red,7,Sandy,Red,High,Low,low,Average
2362,Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
2363,Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
2364,Chilli,Red,7,Sandy,Red,High,Low,low,Poor
2365,Tomato,Red,7,Sandy,Red,High,Low,low,Good
2366,Potato,Red,7,Sandy,Red,High,Low,low,Average
2367,Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
2368,Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
2369,Chilli,Red,6,Sandy,Red,High,Low,low,Poor
2370,Tomato,Red,6,Sandy,Red,High,Low,low,Good
2371,Potato,Red,6,Sandy,Red,High,Low,low,Average
2372,Chilli,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
2373,Tomato,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
2374,Chilli,Red,6,Sandy,Red,High,Low,low,Poor
2375,Tomato,Red,6,Sandy,Red,High,Low,low,Good
2376,Potato,Red,6,Sandy,Red,High,Low,low,Average
2377,Chilli,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
2378,Tomato,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
2379,Chilli,Red,6,Sandy,Red,High,Low,low,Poor
2380,Tomato,Red,6,Sandy,Red,High,Low,low,Good
2381,Potato,Red,6,Sandy,Red,High,Low,low,Average
2382,Chilli,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
2383,Tomato,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
2384,Chilli,Red,6,Sandy,Red,High,Low,low,Poor
2385,Tomato,Red,6,Sandy,Red,High,Low,low,Good
2386,Potato,Red,6,Sandy,Red,High,Low,low,Average
2387,Chilli,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
2388,Tomato,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
2389,Chilli,Red,6,Sandy,Red,High,Low,low,Poor
2390,Tomato,Red,6,Sandy,Red,High,Low,low,Good
2391,Potato,Red,6,Sandy,Red,High,Low,low,Average
2392,Chilli,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
2393,Tomato,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
2394,Chilli,Red,9,Sandy,Red,High,Low,low,Poor
2395,Tomato,Red,9,Sandy,Red,High,Low,low,Good
2396,Potato,Red,9,Sandy,Red,High,Low,low,Average
2397,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2398,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2399,Chilli,Red,9,Sandy,Red,High,Low,low,Poor
2400,Tomato,Red,9,Sandy,Red,High,Low,low,Good
2401,Potato,Red,9,Sandy,Red,High,Low,low,Average
2402,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2403,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2404,Chilli,Red,9,Sandy,Red,High,Low,low,Poor
2405,Tomato,Red,9,Sandy,Red,High,Low,low,Good
2406,Potato,Red,9,Sandy,Red,High,Low,low,Average
2407,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2408,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2409,Chilli,Red,9,Sandy,Red,High,Low,low,Poor
2410,Tomato,Red,9,Sandy,Red,High,Low,low,Good
2411,Potato,Red,9,Sandy,Red,High,Low,low,Average
2412,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2413,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2414,Chilli,Red,9,Sandy,Red,High,Low,low,Poor
2415,Tomato,Red,9,Sandy,Red,High,Low,low,Good
2416,Potato,Red,9,Sandy,Red,High,Low,low,Average
2417,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2418,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2419,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
2420,Tomato,Red,8,Sandy,Red,High,Low,low,Good
2421,Potato,Red,8,Sandy,Red,High,Low,low,Average
2422,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2423,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2424,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
2425,Tomato,Red,8,Sandy,Red,High,Low,low,Good
2426,Potato,Red,8,Sandy,Red,High,Low,low,Average
2427,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
2428,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
2429,Chilli,Red,8,Sandy,Red,High,Low,low-,Poor
2430,Tomato,Red,8,Sandy,Red,High,Low,nor-,Good
2431,Potato,Red,8,Sandy,Red,High,Low,nor-,Average
2432,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
2433,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2434,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
2435,Tomato,Red,8,Sandy,Red,High,Low,low,Good
2436,Potato,Red,8,Sandy,Red,High,Low,low-,Average
2437,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
2438,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
2439,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
2440,Tomato,Red,8,Sandy,Red,High,Low,low,Good
2441,Potato,Red,8,Sandy,Red,High,Low,low,Average
2442,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2443,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2444,Chilli,Red,7,Sandy,Red,High,Low,low,Poor
2445,Tomato,Red,7,Sandy,Red,High,Low,low,Good
2446,Potato,Red,7,Sandy,Red,High,Low,nor-,Average
2447,Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,nor-,Good
2448,Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,nor-,Good
2449,Chilli,Red,7,Sandy,Red,High,Low,nor-,Poor
2450,Tomato,Red,7,Sandy,Red,High,Low,nor-,Good
2451,Potato,Red,7,Sandy,Red,High,Low,nor,Average
2452,Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,nor,Good
2453,Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,nor,Good
2454,Chilli,Red,7,Sandy,Red,High,Low,nor,Poor
2455,Tomato,Red,7,Sandy,Red,High,Low,low,Good
2456,Potato,Red,7,Sandy,Red,High,Low,low,Average
2457,Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,nor,Good
2458,Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,nor,Good
2459,Chilli,Red,7,Sandy,Red,High,Low,low-,Poor
2460,Tomato,Red,7,Sandy,Red,High,Low,low-,Good
2461,Potato,Red,7,Sandy,Red,High,Low,low-,Average
2462,Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low-,Good
2463,Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low-,Good
2464,Chilli,Red,7,Sandy,Red,High,Low,low-,Poor
2465,Tomato,Red,7,Sandy,Red,High,Low,low-,Good
2466,Potato,Red,7,Sandy,Red,High,Low,low-,Average
2467,Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low-,Good
2468,Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low-,Good
2469,Chilli,Red,10,Sandy,Red,High,Low,low-,Poor
2470,Tomato,Red,10,Sandy,Red,High,Low,low-,Good
2471,Potato,Red,10,Sandy,Red,High,Low,hgh,Average
2472,Chilli,Alluvial,10,Loamy,Brown,Medium,Medium,hgh,Good
2473,Tomato,Alluvial,10,Loamy,Brown,Medium,Medium,hgh,Good
2474,Chilli,Red,10,Sandy,Red,High,Low,hgh,Poor
2475,Tomato,Red,10,Sandy,Red,High,Low,low,Good
2476,Potato,Red,10,Sandy,Red,High,Low,low,Average
2477,Chilli,Alluvial,10,Loamy,Brown,Medium,Medium,low,Good
2478,Tomato,Alluvial,10,Loamy,Brown,Medium,Medium,low,Good
2479,Chilli,Red,10,Sandy,Red,High,Low,low,Poor
2480,Tomato,Red,10,Sandy,Red,High,Low,nor-,Good
2481,Potato,Red,10,Sandy,Red,High,Low,nor-,Average
2482,Chilli,Alluvial,10,Loamy,Brown,Medium,Medium,nor-,Good
2483,Tomato,Alluvial,10,Loamy,Brown,Medium,Medium,nor-,Good
2484,Chilli,Red,10,Sandy,Red,High,Low,low,Poor
2485,Tomato,Red,10,Sandy,Red,High,Low,low,Good
2486,Potato,Red,10,Sandy,Red,High,Low,low,Average
2487,Chilli,Alluvial,10,Loamy,Brown,Medium,Medium,low,Good
2488,Tomato,Alluvial,10,Loamy,Brown,Medium,Medium,low,Good
2489,Chilli,Red,10,Sandy,Red,High,Low,low,Poor
2490,Tomato,Red,10,Sandy,Red,High,Low,low,Good
2491,Potato,Red,10,Sandy,Red,High,Low,low,Average
2492,Chilli,Alluvial,10,Loamy,Brown,Medium,Medium,low-,Good
2493,Tomato,Alluvial,10,Loamy,Brown,Medium,Medium,low,Good
2494,Chilli,Red,11,Sandy,Red,High,Low,low,Poor
2495,Tomato,Red,11,Sandy,Red,High,Low,low,Good
2496,Potato,Red,11,Sandy,Red,High,Low,low,Average
2497,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
2498,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
2499,Chilli,Red,11,Sandy,Red,High,Low,low,Poor
2500,Tomato,Red,11,Sandy,Red,High,Low,nor-,Good
2501,Potato,Red,11,Sandy,Red,High,Low,nor-,Average
2502,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,nor-,Good
2503,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,nor-,Good
2504,Chilli,Red,11,Sandy,Red,High,Low,nor-,Poor
2505,Tomato,Red,11,Sandy,Red,High,Low,nor,Good
2506,Potato,Red,11,Sandy,Red,High,Low,nor,Average
2507,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,nor,Good
2508,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
2509,Chilli,Red,11,Sandy,Red,High,Low,low,Poor
2510,Tomato,Red,11,Sandy,Red,High,Low,low,Good
2511,Potato,Red,11,Sandy,Red,High,Low,low,Average
2512,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
2513,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low-,Good
2514,Chilli,Red,11,Sandy,Red,High,Low,low-,Poor
2515,Tomato,Red,11,Sandy,Red,High,Low,low-,Good
2516,Potato,Red,11,Sandy,Red,High,Low,low-,Average
2517,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low-,Good
2518,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low-,Good
2519,Chilli,Red,11,Sandy,Red,High,Low,low-,Poor
2520,Tomato,Red,11,Sandy,Red,High,Low,low-,Good
2521,Potato,Red,11,Sandy,Red,High,Low,hgh,Average
2522,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,hgh,Good
2523,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,hgh,Good
2524,Chilli,Red,11,Sandy,Red,High,Low,hgh,Poor
2525,Tomato,Red,11,Sandy,Red,High,Low,hgh,Good
2526,Potato,Red,11,Sandy,Red,High,Low,hgh,Average
2527,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,hgh,Good
2528,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,hgh,Good
2529,Chilli,Red,11,Sandy,Red,High,Low,low,Poor
2530,Tomato,Red,11,Sandy,Red,High,Low,low,Good
2531,Potato,Red,11,Sandy,Red,High,Low,low,Average
2532,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
2533,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
2534,Chilli,Red,11,Sandy,Red,High,Low,low,Poor
2535,Tomato,Red,11,Sandy,Red,High,Low,low,Good
2536,Potato,Red,11,Sandy,Red,High,Low,low,Average
2537,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,hgh,Good
2538,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,hgh,Good
2539,Chilli,Red,11,Sandy,Red,High,Low,hgh,Poor
2540,Tomato,Red,11,Sandy,Red,High,Low,hgh,Good
2541,Potato,Red,11,Sandy,Red,High,Low,low,Average
2542,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
2543,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
2544,Chilli,Red,11,Sandy,Red,High,Low,low,Poor
2545,Tomato,Red,11,Sandy,Red,High,Low,low,Good
2546,Potato,Red,11,Sandy,Red,High,Low,low,Average
2547,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
2548,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
2549,Chilli,Red,11,Sandy,Red,High,Low,low-,Poor
2550,Tomato,Red,11,Sandy,Red,High,Low,low,Good
2551,Potato,Red,11,Sandy,Red,High,Low,low,Average
2552,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
2553,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
2554,Chilli,Red,11,Sandy,Red,High,Low,low,Poor
2555,Tomato,Red,11,Sandy,Red,High,Low,low,Good
2556,Potato,Red,11,Sandy,Red,High,Low,low,Average
2557,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,nor-,Good
2558,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,nor-,Good
2559,Chilli,Red,11,Sandy,Red,High,Low,nor-,Poor
2560,Tomato,Red,11,Sandy,Red,High,Low,nor-,Good
2561,Potato,Red,11,Sandy,Red,High,Low,nor-,Average
2562,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,nor,Good
2563,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,nor,Good
2564,Chilli,Red,11,Sandy,Red,High,Low,nor,Poor
2565,Tomato,Red,11,Sandy,Red,High,Low,nor,Good
2566,Potato,Red,11,Sandy,Red,High,Low,low,Average
2567,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
2568,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
2569,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
2570,Tomato,Red,8,Sandy,Red,High,Low,low,Good
2571,Potato,Red,8,Sandy,Red,High,Low,low,Average
2572,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2573,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
2574,Chilli,Red,8,Sandy,Red,High,Low,low-,Poor
2575,Tomato,Red,8,Sandy,Red,High,Low,low-,Good
2576,Potato,Red,8,Sandy,Red,High,Low,low-,Average
2577,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
