Crop,Soil,Temperature,Soil Texture,Soil Colour,Drainage,Water holding capacity,Sunlight,Yield
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,nor-,Good
Chilli,Red,9,Sandy,Red,High,Low,nor-,Poor
Tomato,Red,9,Sandy,Red,High,Low,low,Good
Potato,Red,9,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,9,Sandy,Red,High,Low,low-,Poor
Tomato,Red,9,Sandy,Red,High,Low,low-,Good
Potato,Red,9,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low-,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,9,Sandy,Red,High,Low,low-,Poor
Tomato,Red,9,Sandy,Red,High,Low,low-,Good
Potato,Red,9,Sandy,Red,High,Low,low-,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low-,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,nor-,Good
Chilli,Red,9,Sandy,Red,High,Low,nor-,Poor
Tomato,Red,9,Sandy,Red,High,Low,nor-,Good
Potato,Red,9,Sandy,Red,High,Low,nor-,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,nor-,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,nor,Good
Chilli,Red,9,Sandy,Red,High,Low,nor,Poor
Tomato,Red,9,Sandy,Red,High,Low,low,Good
Potato,Red,9,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,nor,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,nor,Good
Chilli,Red,9,Sandy,Red,High,Low,low-,Poor
Tomato,Red,9,Sandy,Red,High,Low,low-,Good
Potato,Red,9,Sandy,Red,High,Low,low-,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low-,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,HGH,Good
Chilli,Red,9,Sandy,Red,High,Low,HGH,Poor
Tomato,Red,9,Sandy,Red,High,Low,HGH,Good
Potato,Red,9,Sandy,Red,High,Low,HGH,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,9,Sandy,Red,High,Low,low,Poor
Tomato,Red,9,Sandy,Red,High,Low,low,Good
Potato,Red,9,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,nor-,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,nor-,Good
Chilli,Red,8,Sandy,Red,High,Low,nor-,Poor
Tomato,Red,8,Sandy,Red,High,Low,nor-,Good
Potato,Red,8,Sandy,Red,High,Low,nor-,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low-,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low-,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low-,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,8,Sandy,Red,High,Low,low-,Poor
Tomato,Red,8,Sandy,Red,High,Low,nor-,Good
Potato,Red,8,Sandy,Red,High,Low,nor-,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
Chilli,Red,8,Sandy,Red,High,Low,nor-,Poor
Tomato,Red,8,Sandy,Red,High,Low,nor,Good
Potato,Red,8,Sandy,Red,High,Low,nor,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,nor,Poor
Tomato,Red,8,Sandy,Red,High,Low,nor,Good
Potato,Red,8,Sandy,Red,High,Low,low-,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,8,Sandy,Red,High,Low,low-,Poor
Tomato,Red,8,Sandy,Red,High,Low,HGH,Good
Potato,Red,8,Sandy,Red,High,Low,HGH,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,HGH,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,HGH,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,nor-,Poor
Tomato,Red,8,Sandy,Red,High,Low,nor-,Good
Potato,Red,8,Sandy,Red,High,Low,nor-,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,9,Sandy,Red,High,Low,low-,Poor
Tomato,Red,9,Sandy,Red,High,Low,low,Good
Potato,Red,9,Sandy,Red,High,Low,low-,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,9,Sandy,Red,High,Low,low-,Poor
Tomato,Red,9,Sandy,Red,High,Low,low-,Good
Potato,Red,9,Sandy,Red,High,Low,low-,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,nor-,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,nor-,Good
Chilli,Red,9,Sandy,Red,High,Low,nor-,Poor
Tomato,Red,9,Sandy,Red,High,Low,nor-,Good
Potato,Red,9,Sandy,Red,High,Low,nor-,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,nor,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,nor,Good
Chilli,Red,9,Sandy,Red,High,Low,low,Poor
Tomato,Red,9,Sandy,Red,High,Low,low,Good
Potato,Red,9,Sandy,Red,High,Low,nor,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,nor,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,9,Sandy,Red,High,Low,low-,Poor
Tomato,Red,9,Sandy,Red,High,Low,low-,Good
Potato,Red,9,Sandy,Red,High,Low,low-,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,HGH,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,HGH,Good
Chilli,Red,8,Sandy,Red,High,Low,HGH,Poor
Tomato,Red,8,Sandy,Red,High,Low,HGH,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,nor-,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
Chilli,Red,8,Sandy,Red,High,Low,nor-,Poor
Tomato,Red,8,Sandy,Red,High,Low,nor-,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low-,Good
Potato,Red,8,Sandy,Red,High,Low,low-,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low-,Good
Potato,Red,8,Sandy,Red,High,Low,low-,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,8,Sandy,Red,High,Low,nor-,Poor
Tomato,Red,8,Sandy,Red,High,Low,nor-,Good
Potato,Red,8,Sandy,Red,High,Low,nor-,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
Chilli,Black,31,Clayey,Black,Low,High,low,Poor
Tomato,Black,32,Clayey,Black,Low,High,low,Good
Potato,Black,32,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,31,Loamy,Brown,Medium ,Medium ,low,Poor
Chilli,Black,32,Clayey,Black,Low,High,low,Good
Tomato,Black,32,Clayey,Black,Low,High,low,Average
Potato,Black,32,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Poor
Potato,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Good
Chilli,Black,31,Clayey,Black,Low,High,low,Average
Tomato,Black,31,Clayey,Black,Low,High,low,Average
Potato,Black,30,Clayey,Black,Low,High,low,Poor
Chilli,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Good
Potato,Alluvial,34,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,32,Clayey,Black,Low,High,low,Average
Tomato,Black,34,Clayey,Black,Low,High,low,Poor
Potato,Black,34,Clayey,Black,Low,High,low,Good
Chilli,Alluvial,34,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,31,Clayey,Black,Low,High,low,Poor
Tomato,Black,32,Clayey,Black,Low,High,low,Good
Potato,Black,34,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,28,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,29,Loamy,Brown,Medium ,Medium ,low,Poor
Chilli,Black,31,Clayey,Black,Low,High,low,Good
Tomato,Black,34,Clayey,Black,Low,High,low,Average
Potato,Black,35,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,34,Loamy,Brown,Medium ,Medium ,low,Poor
Potato,Alluvial,34,Loamy,Brown,Medium ,Medium ,low,Good
Chilli,Black,34,Clayey,Black,Low,High,low,Average
Tomato,Black,32,Clayey,Black,Low,High,low,Average
Potato,Black,33,Clayey,Black,Low,High,low,Poor
Chilli,Alluvial,31,Loamy,Brown,Medium ,Medium ,low,Good
Potato,Alluvial,31,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,30,Clayey,Black,Low,High,low,Average
Tomato,Black,31,Clayey,Black,Low,High,low,Poor
Potato,Black,30,Clayey,Black,Low,High,low,Good
Chilli,Alluvial,28,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,29,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,29,Clayey,Black,Low,High,low,Poor
Tomato,Black,27,Clayey,Black,Low,High,low,Good
Potato,Black,28,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,26,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,25,Loamy,Brown,Medium ,Medium ,low,Poor
Chilli,Black,27,Clayey,Black,Low,High,low,Good
Tomato,Black,29,Clayey,Black,Low,High,low,Average
Potato,Black,29,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,29,Loamy,Brown,Medium ,Medium ,low,Poor
Potato,Alluvial,29,Loamy,Brown,Medium ,Medium ,low,Good
Chilli,Black,30,Clayey,Black,Low,High,low,Average
Tomato,Black,30,Clayey,Black,Low,High,low,Average
Potato,Black,30,Clayey,Black,Low,High,low,Poor
Chilli,Alluvial,30,Loamy,Brown,Medium ,Medium ,low,Good
Potato,Alluvial,30,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,30,Clayey,Black,Low,High,low,Average
Tomato,Black,32,Clayey,Black,Low,High,low,Poor
Potato,Black,31,Clayey,Black,Low,High,low,Good
Chilli,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,32,Clayey,Black,Low,High,low,Poor
Tomato,Black,31,Clayey,Black,Low,High,low,Good
Potato,Black,32,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Poor
Chilli,Black,32,Clayey,Black,Low,High,low,Good
Tomato,Black,32,Clayey,Black,Low,High,low,Average
Potato,Black,31,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,31,Loamy,Brown,Medium ,Medium ,low,Poor
Potato,Alluvial,30,Loamy,Brown,Medium ,Medium ,low,Good
Chilli,Black,32,Clayey,Black,Low,High,low,Average
Tomato,Black,34,Clayey,Black,Low,High,low,Average
Potato,Black,32,Clayey,Black,Low,High,low,Poor
Chilli,Alluvial,34,Loamy,Brown,Medium ,Medium ,low,Good
Potato,Alluvial,34,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,34,Clayey,Black,Low,High,low,Average
Tomato,Black,32,Clayey,Black,Low,High,low,Poor
Potato,Black,31,Clayey,Black,Low,High,low,Good
Chilli,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,34,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,28,Clayey,Black,Low,High,low,Poor
Tomato,Black,29,Clayey,Black,Low,High,low,Good
Potato,Black,31,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,34,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,35,Loamy,Brown,Medium ,Medium ,low,Poor
Chilli,Black,34,Clayey,Black,Low,High,low,Good
Tomato,Black,34,Clayey,Black,Low,High,low,Average
Potato,Black,34,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Poor
Potato,Alluvial,33,Loamy,Brown,Medium ,Medium ,low,Good
Chilli,Black,31,Clayey,Black,Low,High,low,Average
Tomato,Black,31,Clayey,Black,Low,High,low,Average
Potato,Black,30,Clayey,Black,Low,High,low,Poor
Chilli,Alluvial,31,Loamy,Brown,Medium ,Medium ,low,Good
Potato,Alluvial,30,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,28,Clayey,Black,Low,High,low,Average
Tomato,Black,29,Clayey,Black,Low,High,low,Poor
Potato,Black,29,Clayey,Black,Low,High,low,Good
Chilli,Alluvial,27,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,28,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,26,Clayey,Black,Low,High,low,Poor
Tomato,Black,25,Clayey,Black,Low,High,low,Good
Potato,Black,27,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,29,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,29,Loamy,Brown,Medium ,Medium ,low,Poor
Chilli,Black,29,Clayey,Black,Low,High,low,Good
Tomato,Black,29,Clayey,Black,Low,High,low,Average
Potato,Black,30,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,30,Loamy,Brown,Medium ,Medium ,low,Poor
Potato,Alluvial,30,Loamy,Brown,Medium ,Medium ,low,Good
Chilli,Black,30,Clayey,Black,Low,High,low,Average
Tomato,Black,30,Clayey,Black,Low,High,low,Average
Potato,Black,30,Clayey,Black,Low,High,low,Poor
Chilli,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Good
Potato,Alluvial,31,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,32,Clayey,Black,Low,High,low,Average
Tomato,Black,32,Clayey,Black,Low,High,low,Poor
Potato,Black,32,Clayey,Black,Low,High,low,Good
Chilli,Alluvial,31,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,32,Clayey,Black,Low,High,low,Poor
Tomato,Black,32,Clayey,Black,Low,High,low,Good
Potato,Black,32,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,31,Loamy,Brown,Medium ,Medium ,low,Poor
Chilli,Black,31,Clayey,Black,Low,High,low,Good
Tomato,Black,30,Clayey,Black,Low,High,low,Average
Potato,Black,32,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,34,Loamy,Brown,Medium ,Medium ,low,Poor
Potato,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Good
Chilli,Black,34,Clayey,Black,Low,High,low,Average
Tomato,Black,34,Clayey,Black,Low,High,low,Average
Potato,Black,34,Clayey,Black,Low,High,low,Poor
Chilli,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Good
Potato,Alluvial,31,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,32,Clayey,Black,Low,High,low,Average
Tomato,Black,34,Clayey,Black,Low,High,low,Poor
Potato,Black,28,Clayey,Black,Low,High,low,Good
Chilli,Alluvial,29,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,31,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,34,Clayey,Black,Low,High,low,Poor
Tomato,Black,35,Clayey,Black,Low,High,low,Good
Potato,Black,34,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,34,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,34,Loamy,Brown,Medium ,Medium ,low,Poor
Chilli,Black,32,Clayey,Black,Low,High,low,Good
Tomato,Black,33,Clayey,Black,Low,High,low,Average
Potato,Black,31,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,31,Loamy,Brown,Medium ,Medium ,low,Poor
Potato,Alluvial,30,Loamy,Brown,Medium ,Medium ,low,Good
Chilli,Black,31,Clayey,Black,Low,High,low,Average
Tomato,Black,30,Clayey,Black,Low,High,low,Average
Potato,Black,28,Clayey,Black,Low,High,low,Poor
Chilli,Alluvial,29,Loamy,Brown,Medium ,Medium ,low,Good
Potato,Alluvial,29,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,27,Clayey,Black,Low,High,low,Average
Tomato,Black,28,Clayey,Black,Low,High,low,Poor
Potato,Black,26,Clayey,Black,Low,High,low,Good
Chilli,Alluvial,25,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,27,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,29,Clayey,Black,Low,High,low,Poor
Tomato,Black,29,Clayey,Black,Low,High,low,Good
Potato,Black,29,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,29,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,30,Loamy,Brown,Medium ,Medium ,low,Poor
Chilli,Black,30,Clayey,Black,Low,High,low,Good
Tomato,Black,30,Clayey,Black,Low,High,low,Average
Potato,Black,30,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,30,Loamy,Brown,Medium ,Medium ,low,Poor
Potato,Alluvial,30,Loamy,Brown,Medium ,Medium ,low,Good
Chilli,Black,32,Clayey,Black,Low,High,low,Average
Tomato,Black,31,Clayey,Black,Low,High,low,Average
Potato,Black,32,Clayey,Black,Low,High,low,Poor
Chilli,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Good
Potato,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,31,Clayey,Black,Low,High,low,Average
Tomato,Black,32,Clayey,Black,Low,High,low,Poor
Potato,Black,32,Clayey,Black,Low,High,low,Good
Chilli,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,32,Clayey,Black,Low,High,low,Poor
Tomato,Black,31,Clayey,Black,Low,High,low,Good
Potato,Black,31,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,30,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Poor
Chilli,Black,34,Clayey,Black,Low,High,low,Good
Tomato,Black,32,Clayey,Black,Low,High,low,Average
Potato,Black,34,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,34,Loamy,Brown,Medium ,Medium ,low,Poor
Potato,Alluvial,34,Loamy,Brown,Medium ,Medium ,low,Good
Chilli,Black,32,Clayey,Black,Low,High,low,Average
Tomato,Black,31,Clayey,Black,Low,High,low,Average
Potato,Black,32,Clayey,Black,Low,High,low,Poor
Chilli,Alluvial,34,Loamy,Brown,Medium ,Medium ,low,Good
Potato,Alluvial,28,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,29,Clayey,Black,Low,High,low,Average
Tomato,Black,31,Clayey,Black,Low,High,low,Poor
Potato,Black,34,Clayey,Black,Low,High,low,Good
Chilli,Alluvial,35,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,34,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,34,Clayey,Black,Low,High,low,Poor
Tomato,Black,34,Clayey,Black,Low,High,low,Good
Potato,Black,32,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,33,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,31,Loamy,Brown,Medium ,Medium ,low,Poor
Chilli,Black,31,Clayey,Black,Low,High,low,Good
Tomato,Black,30,Clayey,Black,Low,High,low,Average
Potato,Black,31,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,30,Loamy,Brown,Medium ,Medium ,low,Poor
Potato,Alluvial,28,Loamy,Brown,Medium ,Medium ,low,Good
Chilli,Black,29,Clayey,Black,Low,High,low,Average
Tomato,Black,29,Clayey,Black,Low,High,low,Average
Potato,Black,27,Clayey,Black,Low,High,low,Poor
Chilli,Alluvial,28,Loamy,Brown,Medium ,Medium ,low,Good
Potato,Alluvial,26,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,25,Clayey,Black,Low,High,low,Average
Tomato,Black,27,Clayey,Black,Low,High,low,Poor
Potato,Black,29,Clayey,Black,Low,High,low,Good
Chilli,Alluvial,29,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,29,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,29,Clayey,Black,Low,High,low,Poor
Tomato,Black,30,Clayey,Black,Low,High,low,Good
Potato,Black,30,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,30,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,30,Loamy,Brown,Medium ,Medium ,low,Poor
Chilli,Black,30,Clayey,Black,Low,High,low,Good
Tomato,Black,30,Clayey,Black,Low,High,low,Average
Potato,Black,32,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,31,Loamy,Brown,Medium ,Medium ,low,Poor
Potato,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Good
Chilli,Black,32,Clayey,Black,Low,High,low,Average
Tomato,Black,32,Clayey,Black,Low,High,low,Average
Potato,Black,31,Clayey,Black,Low,High,low,Poor
Chilli,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Good
Potato,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,32,Clayey,Black,Low,High,low,Average
Tomato,Black,32,Clayey,Black,Low,High,low,Poor
Potato,Black,32,Clayey,Black,Low,High,low,Good
Chilli,Alluvial,31,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,31,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,30,Clayey,Black,Low,High,low,Poor
Tomato,Black,32,Clayey,Black,Low,High,low,Good
Potato,Black,34,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,34,Loamy,Brown,Medium ,Medium ,low,Poor
Chilli,Black,34,Clayey,Black,Low,High,low,Good
Tomato,Black,34,Clayey,Black,Low,High,low,Average
Potato,Black,32,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,31,Loamy,Brown,Medium ,Medium ,low,Poor
Potato,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Good
Chilli,Black,34,Clayey,Black,Low,High,low,Average
Tomato,Black,28,Clayey,Black,Low,High,low,Average
Potato,Black,29,Clayey,Black,Low,High,low,Poor
Chilli,Alluvial,31,Loamy,Brown,Medium ,Medium ,low,Good
Potato,Alluvial,34,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,35,Clayey,Black,Low,High,low,Average
Tomato,Black,34,Clayey,Black,Low,High,low,Poor
Potato,Black,34,Clayey,Black,Low,High,low,Good
Chilli,Alluvial,34,Loamy,Brown,Medium ,Medium ,low,Poor
Potato,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Good
Chilli,Black,33,Clayey,Black,Low,High,low,Average
Tomato,Black,31,Clayey,Black,Low,High,low,Average
Potato,Black,31,Clayey,Black,Low,High,low,Poor
Chilli,Alluvial,30,Loamy,Brown,Medium ,Medium ,low,Good
Potato,Alluvial,31,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,30,Clayey,Black,Low,High,low,Average
Tomato,Black,28,Clayey,Black,Low,High,low,Poor
Potato,Black,29,Clayey,Black,Low,High,low,Good
Chilli,Alluvial,29,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,27,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,28,Clayey,Black,Low,High,low,Poor
Tomato,Black,26,Clayey,Black,Low,High,low,Good
Potato,Black,25,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,27,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,29,Loamy,Brown,Medium ,Medium ,low,Poor
Chilli,Black,29,Clayey,Black,Low,High,low,Good
Tomato,Black,29,Clayey,Black,Low,High,low,Average
Potato,Black,29,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,30,Loamy,Brown,Medium ,Medium ,low,Poor
Potato,Alluvial,30,Loamy,Brown,Medium ,Medium ,low,Good
Chilli,Black,30,Clayey,Black,Low,High,low,Average
Tomato,Black,30,Clayey,Black,Low,High,low,Average
Potato,Black,30,Clayey,Black,Low,High,low,Poor
Chilli,Alluvial,30,Loamy,Brown,Medium ,Medium ,low,Good
Potato,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,31,Clayey,Black,Low,High,low,Average
Tomato,Black,32,Clayey,Black,Low,High,low,Poor
Potato,Black,32,Clayey,Black,Low,High,low,Good
Chilli,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,31,Loamy,Brown,Medium ,Medium ,low,Average
Chilli,Black,32,Clayey,Black,Low,High,low,Poor
Tomato,Black,32,Clayey,Black,Low,High,low,Good
Potato,Black,32,Clayey,Black,Low,High,low,Average
Chilli,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Average
Potato,Alluvial,32,Loamy,Brown,Medium ,Medium ,low,Poor
